Zip,Total,white_1,black_1,white_2,black_2
8600000US27020,5717,5076,70,311,0
8600000US27027,4382,3484,583,111,0
8600000US27030,35843,29633,1836,3002,0
8600000US27048,8059,6797,790,288,16
8600000US27053,2973,2887,27,15,0
8600000US27104,27892,20654,3890,1306,6
8600000US27106,48351,27542,11446,5157,102
8600000US27814,1989,967,877,50,0
8600000US27818,1335,669,571,0,0
8600000US27822,8459,6303,1650,207,25
8600000US27011,5380,4742,445,112,0
8600000US27012,27478,22122,2057,931,126
8600000US27014,854,667,29,11,0
8600000US27017,9236,6942,247,1370,0
8600000US27870,25792,13163,11231,472,26
8600000US27885,1066,696,212,0,0
8600000US27926,1557,1174,361,0,0
8600000US27947,1431,1185,105,87,0
8600000US27959,2908,2625,60,2,0
8600000US27965,693,636,0,0,0
8600000US27974,1206,904,220,0,0
8600000US27985,296,131,154,3,0
8600000US27922,786,253,466,0,13
8600000US27936,994,922,0,48,0
8600000US27939,2547,2325,111,80,0
8600000US27950,2073,1993,0,19,0
8600000US27954,7389,5708,439,677,0
8600000US27970,2820,1229,1324,15,0
8600000US27356,2746,2453,50,152,0
8600000US27408,18090,15311,1593,504,0
8600000US27504,15182,11580,986,1879,26
8600000US27513,44821,30535,3756,2348,20
8600000US27520,40611,26801,7854,2977,494
8600000US27525,14323,8366,3902,478,11
8600000US27530,38865,20124,14999,1605,21
8600000US27534,32233,17382,9726,2125,119
8600000US27536,16421,4201,10463,497,0
8600000US27540,37520,27601,4568,2029,15
8600000US27892,14161,8178,5319,248,0
8600000US27560,32801,12479,5226,1525,21
8600000US27587,66583,51031,8007,2366,65
8600000US27866,1028,325,659,44,0
8600000US27924,3448,1448,1959,27,0
8600000US27928,1771,1154,482,41,0
8600000US27935,1801,1305,473,0,0
8600000US27937,4546,2567,1727,0,0
8600000US27962,7527,2950,4004,210,0
8600000US27850,7244,4303,2486,176,28
8600000US27871,4307,1655,2272,163,17
8600000US27874,3766,1200,2360,52,0
8600000US27239,9066,8811,27,75,0
8600000US27243,4431,3399,659,70,1
8600000US27253,30544,20015,5189,1826,26
8600000US27262,24379,12834,6367,2117,80
8600000US27284,54413,39967,5828,5347,140
8600000US27292,39649,29232,5768,2285,23
8600000US27316,7157,4525,932,705,12
8600000US27317,16640,13253,735,283,70
8600000US27341,5263,4314,336,383,23
8600000US27349,5500,4921,382,40,0
8600000US27371,9102,6787,1783,92,7
8600000US27516,41551,29635,4298,1988,138
8600000US27524,13916,10175,1561,1246,81
8600000US27529,48833,30193,11829,4262,272
8600000US27542,9953,6140,2077,837,34
8600000US27831,3199,480,2615,56,0
8600000US27832,3001,1084,1733,7,0
8600000US27841,24,15,9,0,0
8600000US27860,2066,1382,496,61,0
8600000US27862,649,407,234,0,0
8600000US27865,2168,1863,233,22,0
8600000US27872,480,112,279,0,0
8600000US27884,1301,809,255,43,0
8600000US27893,39372,12592,19960,2016,272
8600000US27915,665,665,0,0,0
8600000US27921,4889,3875,801,101,0
8600000US27829,1480,1128,269,3,0
8600000US27830,4841,3374,1071,46,0
8600000US27845,2876,1129,1507,36,13
8600000US27847,699,157,529,6,0
8600000US27858,59652,42945,10152,1456,225
8600000US27876,1346,409,912,3,0
8600000US27882,7637,4070,2451,95,35
8600000US27889,26576,15972,7309,2087,225
8600000US27923,682,669,0,0,0
8600000US27040,11803,9790,1167,353,0
8600000US27591,21098,13212,4047,1321,1
8600000US27544,5027,2772,2139,56,2
8600000US27562,1752,1511,142,0,0
8600000US27581,4832,3209,1066,196,14
8600000US27041,7947,7138,168,64,0
8600000US27050,3995,3625,226,50,0
8600000US27052,9906,8410,1023,128,6
8600000US27105,40530,7944,24669,4552,261
8600000US27109,2570,1544,475,84,16
8600000US27242,2170,1180,585,112,0
8600000US27249,12447,9650,1694,429,9
8600000US27314,1339,1317,22,0,0
8600000US27260,25761,4395,15379,2044,348
8600000US27281,3079,1924,549,301,0
8600000US27295,38511,33511,1754,1035,3
8600000US27357,8652,6882,636,415,0
8600000US27508,1326,716,507,20,10
8600000US27522,11861,7850,2176,457,50
8600000US27526,47425,35029,5653,3147,11
8600000US27563,4762,1855,2737,30,37
8600000US27589,8155,2050,4729,291,4
8600000US27596,18359,14337,2362,585,51
8600000US27705,49019,26845,9214,4986,408
8600000US27713,54621,23737,20068,3651,221
8600000US27821,268,168,100,0,0
8600000US27824,2001,1130,692,171,0
8600000US27846,3228,2065,962,110,0
8600000US27855,6454,1938,4019,184,4
8600000US27878,2050,422,1418,13,0
8600000US27883,2970,1746,924,142,0
8600000US27909,39515,21684,14362,1449,56
8600000US27932,12455,7125,4536,89,5
8600000US27941,494,489,5,0,0
8600000US27960,564,356,5,202,0
8600000US27967,297,161,130,0,0
8600000US27972,70,70,0,0,0
8600000US27976,3985,3254,441,113,0
8600000US27045,9374,6651,1518,836,0
8600000US27009,2596,2418,90,62,0
8600000US27028,26044,21110,1742,1696,0
8600000US27054,2388,1939,140,34,0
8600000US27127,39902,20293,11491,4836,169
8600000US27208,1847,1847,0,0,0
8600000US27215,41204,28111,6697,2038,25
8600000US27217,37624,16137,12306,2879,57
8600000US27235,4557,3892,212,334,0
8600000US27214,10773,6201,3555,549,19
8600000US27244,15535,12537,1558,595,0
8600000US27263,22028,15202,2563,802,10
8600000US27278,26054,19061,3153,1411,15
8600000US27288,23689,16785,4650,795,54
8600000US27291,1735,1332,375,0,0
8600000US27301,8826,5241,2567,203,0
8600000US27302,31331,21243,6284,1375,73
8600000US27313,7134,6407,313,56,0
8600000US27343,1579,1110,427,0,0
8600000US27350,6021,5709,21,31,0
8600000US27370,15678,14583,329,149,0
8600000US27379,5601,2668,2513,166,4
8600000US27502,40280,31010,2656,2099,82
8600000US27503,6328,3441,2129,290,31
8600000US27509,6285,2585,2575,227,33
8600000US27557,7558,3845,1925,1197,82
8600000US27559,2225,1550,258,174,56
8600000US27571,6664,4202,1504,104,0
8600000US27701,22849,8092,9263,2958,167
8600000US27806,2664,1386,1097,68,0
8600000US27810,4074,2747,961,345,0
8600000US27813,825,487,269,28,0
8600000US27979,1547,954,574,0,0
8600000US27843,1054,433,537,36,0
8600000US27013,6135,4466,1194,201,0
8600000US27021,17539,16305,433,237,0
8600000US27025,11387,8697,1707,279,0
8600000US27888,2233,953,699,405,10
8600000US95446,5100,4049,61,266,10
8600000US95453,11092,7454,51,816,0
8600000US95469,2015,1666,10,67,4
8600000US95471,470,396,0,29,0
8600000US95937,1442,565,90,578,28
8600000US95939,673,280,54,53,0
8600000US95951,2788,389,0,1967,25
8600000US95960,825,745,0,7,0
8600000US95979,430,329,72,16,0
8600000US95981,32,0,0,0,0
8600000US95991,40684,18711,892,11228,194
8600000US95003,24837,19383,308,2360,17
8600000US95012,10792,1038,125,3680,6
8600000US95017,603,415,0,95,0
8600000US95030,13288,10437,85,656,0
8600000US95037,51652,25702,847,12654,55
8600000US95043,732,475,5,215,2
8600000US95045,4181,1816,0,1628,4
8600000US95050,39452,16504,1451,5157,15
8600000US95066,15217,11948,57,1219,0
8600000US95120,37774,19365,735,1904,7
8600000US95123,67186,27016,2579,11649,112
8600000US95225,470,213,0,50,0
8600000US95228,4501,3706,90,377,0
8600000US95242,26235,16981,634,2405,11
8600000US95250,0,0,0,0,0
8600000US95258,3881,2504,132,761,0
8600000US95301,38707,13964,1669,8966,74
8600000US95324,8016,5307,0,616,0
8600000US95330,21552,4922,1324,4835,91
8600000US95346,1661,1338,0,211,0
8600000US95365,4710,108,46,2457,0
8600000US95380,42672,17995,635,15111,46
8600000US95385,440,189,0,242,0
8600000US95389,1392,907,30,132,0
8600000US95405,21448,16097,259,1718,37
8600000US95412,402,249,0,13,0
8600000US95431,196,161,11,2,0
8600000US95436,6352,5155,155,485,0
8600000US95441,2053,1138,26,146,0
8600000US95451,11627,8139,344,585,0
8600000US95462,1265,1144,0,59,0
8600000US95470,5719,3698,2,1355,0
8600000US95472,30762,25636,259,1952,0
8600000US95482,31847,18014,229,7992,14
8600000US95497,1161,974,0,106,0
8600000US95503,25503,19120,82,1120,20
8600000US95519,19099,15441,71,1037,0
8600000US95531,23470,14978,742,3254,27
8600000US95536,2898,2229,0,314,0
8600000US95537,325,250,0,0,0
8600000US95559,72,72,0,0,0
8600000US95564,432,324,0,3,0
8600000US95607,327,260,0,7,0
8600000US95310,1995,1871,0,7,0
8600000US95608,61860,43400,2958,5728,37
8600000US95619,5674,4810,0,610,0
8600000US95624,65742,27456,5251,7165,182
8600000US95252,15703,12353,156,2214,3
8600000US95311,1649,1384,4,191,0
8600000US95333,2479,611,26,1049,5
8600000US95338,10898,9026,85,612,0
8600000US95345,749,498,47,152,0
8600000US95354,24743,12076,1170,7044,86
8600000US95364,0,0,0,0,0
8600000US95379,3586,2941,2,154,0
8600000US95388,14242,3359,51,3261,0
8600000US95401,38986,20140,508,6805,2
8600000US95407,42483,13017,1119,8730,175
8600000US95417,389,288,0,50,0
8600000US95426,1404,1357,1,11,0
8600000US95427,222,215,0,0,0
8600000US95428,2563,1044,36,356,2
8600000US95432,519,450,0,17,0
8600000US95437,14632,10109,117,1990,0
8600000US95443,270,270,0,0,0
8600000US95463,152,131,0,21,0
8600000US95468,1325,734,0,319,0
8600000US95488,251,242,0,0,0
8600000US95511,290,254,0,25,0
8600000US95546,3768,307,16,8,0
8600000US95556,627,304,3,0,0
8600000US95563,604,514,0,7,0
8600000US95569,295,235,16,13,0
8600000US95660,36472,17455,4240,7806,148
8600000US95663,2602,2214,0,224,0
8600000US95209,44313,12775,4526,5365,197
8600000US95222,5090,4330,0,293,0
8600000US95232,164,164,0,0,0
8600000US95245,1851,1501,4,252,0
8600000US95249,4854,3756,23,387,0
8600000US95007,681,642,0,4,0
8600000US95014,62430,15575,561,1422,57
8600000US95033,9597,8371,10,205,0
8600000US95039,1195,259,0,339,0
8600000US95112,61060,14192,2432,8701,146
8600000US95126,35988,13974,1837,5922,34
8600000US95134,27224,6605,987,1390,34
8600000US95202,6001,975,1406,1683,0
8600000US95713,9764,8254,124,721,0
8600000US95746,23492,17605,578,1886,9
8600000US95758,63894,20458,8573,7537,464
8600000US95765,37878,25315,790,3656,45
8600000US95815,25224,7456,2748,4197,43
8600000US95818,21732,11916,1609,2090,167
8600000US95821,35430,20179,3107,2018,102
8600000US95822,45323,12220,6600,8393,65
8600000US95831,42514,14749,5357,4426,185
8600000US95838,39187,8302,5855,7618,135
8600000US95910,65,65,0,0,0
8600000US95930,191,181,0,0,0
8600000US95947,2005,1568,0,155,0
8600000US95968,1287,642,12,395,0
8600000US95988,8381,5007,145,1551,0
8600000US95978,163,163,0,0,0
8600000US95982,3229,2472,0,392,0
8600000US95984,33,33,0,0,0
8600000US95631,6800,5907,45,619,0
8600000US95638,2121,1517,55,242,0
8600000US95640,10977,7552,677,1070,30
8600000US95658,6853,5698,104,421,0
8600000US95666,5113,4281,13,275,0
8600000US95681,1148,808,0,256,0
8600000US95686,1209,401,12,349,0
8600000US95690,2122,832,9,888,0
8600000US95693,6759,4370,131,1462,0
8600000US95695,40857,18788,567,12600,54
8600000US95709,5315,4742,0,212,0
8600000US95726,8170,6751,10,648,0
8600000US95728,229,229,0,0,0
8600000US95816,17217,11542,904,1599,72
8600000US95829,28134,9098,2516,2764,82
8600000US95833,41209,11689,5337,7929,249
8600000US95835,40101,13704,5980,4663,41
8600000US95864,23733,16807,770,1486,30
8600000US95914,815,758,10,27,0
8600000US95923,28,28,0,0,0
8600000US95934,341,224,0,0,0
8600000US95936,114,98,0,10,0
8600000US95949,20519,18208,62,811,0
8600000US95963,15043,8203,4,4802,7
8600000US95023,52646,17330,429,25730,0
8600000US95035,77562,8536,2319,3791,108
8600000US95062,38028,25647,181,6070,6
8600000US95132,41844,6072,696,2367,35
8600000US95135,22358,5818,308,1794,48
8600000US95136,47599,15388,2364,8538,102
8600000US95212,28049,6208,1582,2138,58
8600000US95227,842,504,0,26,0
8600000US95305,37,37,0,0,0
8600000US95312,304,154,0,108,0
8600000US95313,1225,418,0,647,0
8600000US95317,906,245,11,253,0
8600000US95404,40474,27276,721,3734,81
8600000US95415,1262,471,4,723,0
8600000US95420,648,562,0,24,0
8600000US95445,2201,2003,9,181,0
8600000US95449,1656,929,21,404,0
8600000US95466,993,591,3,368,0
8600000US95490,12914,9640,43,1492,0
8600000US95551,1374,954,0,140,0
8600000US95562,3422,2912,11,86,0
8600000US95587,49,49,0,0,0
8600000US95601,144,113,0,8,0
8600000US95620,21854,10471,455,4737,8
8600000US95665,4664,3435,16,787,3
8600000US95677,25279,19095,460,1859,29
8600000US95691,37906,17906,1513,6957,281
8600000US95625,67,50,0,17,0
8600000US95626,6335,4753,101,700,0
8600000US95627,4263,1494,0,1541,0
8600000US93283,2343,1919,0,257,0
8600000US93611,48473,26612,1336,7698,87
8600000US93426,1604,1104,52,280,0
8600000US93545,1899,1009,7,716,0
8600000US93623,123,104,0,4,0
8600000US91977,63393,18640,7348,20525,138
8600000US91016,41671,14430,2267,12480,136
8600000US91108,13538,4252,265,224,0
8600000US91204,18720,8853,455,3814,51
8600000US91303,31053,6035,977,10199,67
8600000US91306,49158,13421,1714,8948,102
8600000US91331,105799,4728,3105,55024,192
8600000US91604,32117,23583,1433,2177,37
8600000US91608,0,0,0,0,0
8600000US91702,62348,10279,1755,18967,143
8600000US91024,11006,7220,120,1430,24
8600000US91106,25375,9371,1813,3602,56
8600000US91107,32364,13250,1855,4665,75
8600000US91355,31455,18461,1042,4052,51
8600000US91401,41412,18637,1953,6905,104
8600000US91406,55215,14748,2542,8543,129
8600000US91423,33737,23127,2052,3556,59
8600000US91502,11598,5740,338,2321,32
8600000US91602,19358,12489,1285,1463,46
8600000US91706,77342,3116,1386,26306,311
8600000US91710,90582,22699,5235,23327,78
8600000US91711,36854,18227,1848,5753,26
8600000US91906,4351,2163,31,916,2
8600000US91913,53072,7264,2777,19948,171
8600000US91942,40205,23590,1946,6646,160
8600000US91948,15,15,0,0,0
8600000US91007,34523,7441,663,2066,17
8600000US91042,26631,16388,567,4561,8
8600000US91206,34386,22098,562,3280,0
8600000US91301,25631,19366,733,1967,38
8600000US91320,45520,30660,488,6199,33
8600000US91321,34355,13534,954,11456,63
8600000US91350,37350,19908,1093,7616,54
8600000US91351,32572,12913,969,10210,68
8600000US91361,20443,16291,336,1300,60
8600000US91601,37085,17648,2560,8944,12
8600000US91020,8720,3952,146,1396,0
8600000US91030,25794,10931,663,3313,132
8600000US91104,37974,15141,3059,6764,360
8600000US91205,37618,22543,535,5752,18
8600000US91606,44476,15783,1742,15025,42
8600000US91732,63572,2805,300,25906,72
8600000US91755,27734,948,41,2254,126
8600000US91801,54479,4998,1204,6750,172
8600000US91803,30385,2669,459,4823,22
8600000US91786,53849,17951,3304,13916,147
8600000US91789,44474,5705,1275,5035,18
8600000US91791,34363,5075,1560,7842,55
8600000US91040,20207,12791,192,3559,27
8600000US91352,47438,8983,520,24841,94
8600000US91101,21394,7965,1369,2826,85
8600000US91360,43342,28763,502,7048,23
8600000US91915,31740,5165,1608,12603,397
8600000US91316,29964,20721,901,3745,15
8600000US91504,26863,14013,798,3400,68
8600000US91046,143,100,0,9,0
8600000US91724,26091,6980,807,6954,141
8600000US91103,28425,5498,4866,5481,114
8600000US91008,1141,593,18,111,0
8600000US91210,689,459,10,35,0
8600000US91330,3273,887,450,556,18
8600000US91371,0,0,0,0,0
8600000US91387,43717,16582,2752,11511,144
8600000US91390,19053,12138,270,3094,7
8600000US91708,3892,1003,390,316,6
8600000US94105,9155,3825,38,325,0
8600000US94121,43795,17963,817,1664,0
8600000US94301,17191,11166,325,730,7
8600000US94303,48039,11632,3504,7244,165
8600000US94305,15730,7415,527,1515,83
8600000US94403,44300,19348,584,4594,46
8600000US94563,19341,13931,242,826,8
8600000US95632,31431,15186,395,9301,61
8600000US95651,819,671,2,36,0
8600000US95653,563,12,0,243,0
8600000US95655,4178,2309,359,373,19
8600000US95448,17482,11798,32,1864,0
8600000US95974,64,64,0,0,0
8600000US95005,7710,6434,44,512,0
8600000US95008,46513,24586,1436,5582,77
8600000US95018,7060,5935,39,507,9
8600000US95020,63852,20175,712,28387,226
8600000US95041,353,108,0,245,0
8600000US95051,58123,17883,1212,4860,34
8600000US95064,10299,3499,298,2045,47
8600000US95065,8355,5745,90,1328,9
8600000US95110,20203,3936,660,4020,92
8600000US95111,62392,5614,1448,17171,75
8600000US95124,51170,28839,755,6154,66
8600000US95125,53574,29188,1048,6570,92
8600000US95131,31170,3378,777,1481,49
8600000US95133,28726,2784,559,2112,12
8600000US95215,24371,6857,570,9176,47
8600000US95223,2860,2613,0,158,0
8600000US95224,166,158,0,0,0
8600000US95303,871,409,0,171,0
8600000US95318,268,268,0,0,0
8600000US95321,3337,2821,0,201,0
8600000US95327,7711,4972,662,793,15
8600000US95340,36373,14655,1289,9312,127
8600000US95348,34241,10825,2397,8294,285
8600000US95571,271,271,0,0,0
8600000US95240,48838,20030,540,8552,58
8600000US95366,17654,11710,154,3542,15
8600000US95367,25162,9025,132,10796,0
8600000US95374,1758,899,47,220,0
8600000US95382,38343,23273,960,5864,126
8600000US95439,774,301,0,0,0
8600000US95444,715,505,0,15,0
8600000US95323,1222,731,0,316,0
8600000US95465,2104,1797,31,109,0
8600000US95672,5220,4169,9,426,1
8600000US94005,4692,2059,282,531,0
8600000US94019,20314,12687,20,2663,0
8600000US94103,28735,9403,2433,2143,80
8600000US94024,23961,14408,58,1094,0
8600000US94030,22710,7776,159,1521,9
8600000US94037,2692,2276,0,60,0
8600000US94104,546,168,0,27,0
8600000US94127,21423,10359,588,1377,57
8600000US94128,135,49,0,7,10
8600000US94129,3994,2937,42,120,0
8600000US94501,63843,28259,4977,3857,120
8600000US94525,3094,1931,98,350,9
8600000US94933,671,543,3,46,0
8600000US94941,32013,25957,330,1215,33
8600000US94971,288,226,0,0,0
8600000US94972,23,23,0,0,0
8600000US94924,1134,971,0,24,0
8600000US94002,27202,14985,249,1912,84
8600000US94107,29689,14462,1500,1206,51
8600000US94109,56677,30670,2515,3138,62
8600000US94115,35004,18469,3315,1591,218
8600000US94124,35363,2709,9214,1661,333
8600000US94130,3064,824,605,367,16
8600000US94133,26527,10417,231,923,7
8600000US94502,14619,5295,510,690,0
8600000US94507,15646,12642,116,663,0
8600000US94514,1461,859,33,287,8
8600000US94523,35096,22572,628,3095,123
8600000US94539,52802,8207,643,890,84
8600000US94544,79235,11097,6914,18985,384
8600000US94920,12797,10594,54,662,0
8600000US94949,17452,10945,655,897,61
8600000US94956,1224,1083,0,15,0
8600000US94061,39624,19203,486,6311,5
8600000US94062,27757,20120,257,2694,28
8600000US94080,67597,13670,1123,9943,121
8600000US94114,34754,24389,781,1998,47
8600000US94402,25764,14784,364,1965,0
8600000US94519,20121,10678,441,2367,29
8600000US94549,29639,21943,321,1684,31
8600000US94560,46276,11397,2202,3634,34
8600000US94568,54420,20139,2086,3675,117
8600000US94619,24308,8177,5327,1429,19
8600000US94804,41510,6936,9779,6994,216
8600000US94925,9866,7752,150,528,0
8600000US94929,219,182,0,0,0
8600000US94065,12579,5098,251,433,58
8600000US94066,43124,14028,540,6086,51
8600000US94086,49630,15170,791,6088,11
8600000US94304,3902,2502,107,202,0
8600000US94110,74161,32428,2460,8622,154
8600000US94112,85166,12920,2623,6983,227
8600000US94132,31488,9228,2650,1929,151
8600000US94511,2010,1428,49,272,47
8600000US94513,62991,34138,4028,6765,712
8600000US94533,75635,19225,12265,15509,395
8600000US94010,42730,23963,588,1923,0
8600000US94044,39065,20743,727,4459,12
8600000US94070,31049,21368,161,2030,44
8600000US94520,38568,11395,1908,9036,68
8600000US94538,68111,13513,2645,2919,31
8600000US94702,17092,8270,3113,901,70
8600000US94559,27523,14656,278,7022,23
8600000US94578,41059,6431,7790,8654,199
8600000US94580,29942,6493,1588,6650,113
8600000US94704,29190,11511,1645,2015,11
8600000US94707,11916,8909,191,382,0
8600000US94904,12590,10481,170,661,0
8600000US94014,49515,4648,1453,6426,132
8600000US94020,1334,1263,1,17,0
8600000US94028,6868,5573,14,288,0
8600000US94040,35845,14972,495,2858,69
8600000US94102,31067,10858,3080,3184,55
8600000US94111,3620,1601,233,237,0
8600000US94569,205,205,0,0,0
8600000US94517,13476,9926,303,1052,0
8600000US94545,32525,4715,2484,5180,67
8600000US94556,16368,11580,114,706,4
8600000US94574,8677,5756,97,1837,0
8600000US94583,35102,17698,685,2268,0
8600000US94586,899,729,4,31,0
8600000US94601,52299,5052,9838,8042,322
8600000US94621,35287,1342,10574,4015,287
8600000US94708,11455,8746,318,331,0
8600000US94710,7461,3420,1206,603,11
8600000US94117,44239,29963,2108,2828,21
8600000US94134,42471,4479,3190,2483,149
8600000US94404,36905,14390,861,2211,6
8600000US94506,25258,15949,356,1325,0
8600000US94509,66933,21034,11426,10785,384
8600000US94510,28262,17980,1611,2431,31
8600000US94801,29958,3656,4284,7444,134
8600000US94803,26165,8979,3425,4018,0
8600000US94901,42482,22189,848,5427,14
8600000US94947,26573,18213,673,2376,0
8600000US94952,36184,26599,345,3024,56
8600000US94960,15725,13635,129,717,0
8600000US94970,689,613,9,29,0
8600000US94572,10411,2613,1537,2001,0
8600000US94579,22040,5014,1044,1988,48
8600000US94589,30668,5517,6984,5088,330
8600000US94603,34593,1388,9950,5617,194
8600000US94605,43112,7560,18757,2492,255
8600000US94612,16062,5029,4262,581,38
8600000US94706,21040,9839,489,1045,12
8600000US94923,846,803,0,26,0
8600000US94928,44103,26015,1049,5626,168
8600000US94938,790,733,0,0,0
8600000US94939,7108,6071,22,374,0
8600000US94945,19035,13096,203,1361,0
8600000US94964,3418,690,833,31,4
8600000US94512,16,16,0,0,0
8600000US94609,22811,10213,5317,1354,91
8600000US94922,603,452,15,23,0
8600000US94931,8601,6275,205,908,0
8600000US94946,694,537,9,71,0
8600000US94950,134,121,13,0,0
8600000US94973,1342,1269,0,26,0
8600000US94542,14217,4447,1653,1896,28
8600000US94550,50500,34295,777,6300,0
8600000US94555,38388,5635,1165,795,94
8600000US94553,49699,31020,1494,5537,43
8600000US94602,29933,12224,4210,1497,176
8600000US94608,30289,12260,7276,1151,220
8600000US94571,9784,6758,572,1013,0
8600000US94576,98,82,0,0,0
8600000US94591,55334,14875,8571,5043,367
8600000US94595,17938,14616,366,628,0
8600000US94596,20822,14190,382,1484,0
8600000US94598,27780,18483,421,1594,198
8600000US94606,38303,7807,6826,3097,225
8600000US94610,31496,16261,5082,1293,329
8600000US94618,17041,11682,569,781,0
8600000US94703,21937,11500,2512,1152,56
8600000US94705,13365,9589,425,673,42
8600000US94937,816,589,0,220,0
8600000US94940,234,167,0,0,0
8600000US94965,11408,8091,891,822,0
8600000US94558,69142,40004,501,13831,10
8600000US94564,19200,6439,1889,2225,49
8600000US94015,64887,10713,1894,4282,72
8600000US94027,7444,5150,62,221,6
8600000US94038,3687,1948,15,752,0
8600000US94041,14394,7035,261,1712,37
8600000US94043,31488,14456,947,3785,78
8600000US94087,57219,21364,586,2644,0
8600000US94089,22313,6266,520,2984,98
8600000US94108,14550,4561,347,455,6
8600000US94116,47823,15220,997,2036,25
8600000US94118,41468,21931,815,1801,18
8600000US94122,62131,23348,1106,1549,34
8600000US94306,27549,14077,434,1371,0
8600000US94401,35414,11423,1053,6782,25
8600000US94508,4298,2306,289,528,0
8600000US94515,7436,4361,0,1638,30
8600000US94518,28428,15306,1014,4391,13
8600000US94530,25754,12350,1357,1579,16
8600000US94536,73855,20922,2511,3438,17
8600000US94541,66056,13969,9259,17447,330
8600000US94546,44272,22204,2570,4714,143
8600000US94547,25343,4538,3788,2446,39
8600000US94552,15412,5170,1396,928,0
8600000US94565,96081,17455,14406,16942,490
8600000US94566,45910,26060,879,3427,14
8600000US94577,48088,12627,5177,7443,280
8600000US94590,37377,9641,9515,5298,354
8600000US94599,3078,2475,79,255,0
8600000US94535,3857,2109,569,423,3
8600000US94561,41911,18435,3240,7937,198
8600000US94567,696,394,0,231,0
8600000US94585,29599,8629,5913,3943,103
8600000US94588,36316,16498,686,1804,15
8600000US94592,1087,366,114,49,0
8600000US94607,26254,5820,8295,1104,130
8600000US94611,39384,25158,2486,1656,103
8600000US94709,11740,6774,209,520,17
8600000US94805,14208,4802,1912,2015,23
8600000US94021,436,277,0,94,0
8600000US94022,19378,11888,111,483,13
8600000US94060,1081,708,0,56,5
8600000US94123,25941,20465,308,1482,0
8600000US94521,43103,27538,1094,4599,141
8600000US94587,74601,10954,3662,3713,32
8600000US94074,197,72,0,54,0
8600000US92688,45178,26856,1221,7101,34
8600000US92708,57416,25603,342,5501,0
8600000US92806,39719,9718,700,16005,40
8600000US92843,46036,4033,148,9623,70
8600000US92870,53582,21065,830,17277,57
8600000US92004,2414,1638,109,618,0
8600000US92007,11234,9576,30,808,0
8600000US92037,39724,29507,670,2950,35
8600000US92020,58742,35752,3137,8739,198
8600000US92025,53772,17310,1106,23503,117
8600000US92027,56811,19323,1173,22580,84
8600000US92065,36309,24485,285,6022,24
8600000US92078,49034,26349,1400,9588,120
8600000US92117,56173,32954,1136,9984,35
8600000US92123,31216,14942,2523,4355,47
8600000US92139,37040,4828,4825,11661,137
8600000US92173,31866,740,197,26866,8
8600000US92223,53914,22958,3710,14996,87
8600000US92230,3406,1320,94,1520,0
8600000US92240,34447,10543,2831,13028,126
8600000US92254,10385,320,0,3205,0
8600000US92280,19,0,19,0,0
8600000US92313,12512,4539,555,3970,0
8600000US92316,28783,4175,1044,12191,20
8600000US92324,59409,10890,3872,27579,146
8600000US92354,21679,6766,2257,4184,209
8600000US92377,19556,3424,2769,8760,483
8600000US92507,57886,14518,4622,15750,335
8600000US92548,8273,3003,1,3478,0
8600000US92551,33578,4100,6022,7467,175
8600000US92553,75830,8014,12350,16080,338
8600000US92567,10228,3947,67,3607,0
8600000US92570,60944,10602,3597,13909,140
8600000US92604,28819,13179,411,2253,36
8600000US92646,55893,37724,571,4607,0
8600000US92662,2606,2555,0,43,0
8600000US92677,66406,44086,898,6294,291
8600000US92804,88749,19507,2439,33483,63
8600000US92821,37529,16979,710,9292,34
8600000US92860,26591,15344,1219,5505,52
8600000US92866,15017,9268,123,2522,9
8600000US92879,46920,12616,2591,15940,46
8600000US92337,38868,4099,3668,9119,192
8600000US92342,6508,4364,486,1190,0
8600000US92345,80808,27972,3036,39338,293
8600000US92346,61751,19538,7013,17204,354
8600000US92347,843,415,0,144,0
8600000US92359,9056,4603,202,2267,23
8600000US92376,87027,7198,9082,47855,348
8600000US92399,54163,32439,587,14521,7
8600000US92405,30511,5281,3749,11670,559
8600000US92410,45641,3917,4538,23200,238
8600000US92503,94512,25242,3565,31860,150
8600000US92532,25475,9384,1770,3761,148
8600000US92114,70039,6439,13775,15925,320
8600000US92555,43957,7981,9784,8610,157
8600000US92105,72848,9077,10175,27250,565
8600000US92107,31148,23787,642,3359,7
8600000US92115,65853,25953,8109,14548,558
8600000US92120,29142,19306,1288,3993,58
8600000US92122,48438,23640,824,4172,305
8600000US92154,86811,10308,4634,49215,334
8600000US92220,33014,12019,2511,10233,251
8600000US92233,7618,482,1126,2253,63
8600000US92274,15118,1605,135,5237,0
8600000US92308,41807,21968,3138,12357,94
8600000US92309,633,169,0,343,0
8600000US92311,33612,11028,4490,11991,149
8600000US92339,1185,1033,0,94,0
8600000US92341,203,144,0,59,0
8600000US92358,782,527,0,215,0
8600000US92404,61216,10892,8370,22835,434
8600000US92407,69222,12881,7118,31175,654
8600000US92561,1278,1104,12,36,0
8600000US92651,24746,20912,186,1394,0
8600000US92653,29986,17255,557,3818,0
8600000US92656,52124,31223,937,5677,61
8600000US92692,47576,32118,299,5372,69
8600000US92703,70595,3171,383,12888,133
8600000US92782,22704,8474,381,1982,98
8600000US92801,67053,11460,2510,31175,410
8600000US92807,35777,20031,482,6770,43
